onset	duration	sample	trial_type	block	value	depth	confidence	response_time	logged_duration	key
0.000	0	0	clicker_press	n/a	response-received-arrow_up	n/a	n/a	n/a	n/a	arrow_up
8.708	0	4354	clicker_press	n/a	response-received-arrow_up	n/a	n/a	n/a	n/a	arrow_up
19.382	0	9691	clicker_press	n/a	response-received-arrow_up	n/a	n/a	n/a	n/a	arrow_up
42.896	0	21448	clicker_press	n/a	response-received-arrow_up	n/a	n/a	n/a	n/a	arrow_up
60.798	0	30399	clicker_press	n/a	response-received-arrow_up	n/a	n/a	n/a	n/a	arrow_up
74.554	0	37277	clicker_press	n/a	response-received-arrow_up	n/a	n/a	n/a	n/a	arrow_up
95.104	0	47552	clicker_press	n/a	response-received-arrow_up	n/a	n/a	n/a	n/a	arrow_up
111.438	0	55719	clicker_press	n/a	response-received-arrow_up	n/a	n/a	n/a	n/a	arrow_up
111.540	0	55770	task_begin	n/a	task-begin	n/a	n/a	n/a	n/a	n/a
173.226	0	86613	clicker_press	n/a	response-received-arrow_up	n/a	n/a	n/a	n/a	arrow_up
173.288	0	86644	baseline_begin	baseline	baseline-begin	n/a	n/a	n/a	n/a	n/a
470.476	0	235238	baseline_end	baseline	baseline-end	n/a	n/a	n/a	n/a	n/a
529.454	0	264727	clicker_press	n/a	response-received-arrow_up	n/a	n/a	n/a	n/a	arrow_up
529.478	0	264739	pre_meditation_begin	pre_meditation	pre-meditation-begin	n/a	n/a	n/a	n/a	n/a
829.496	0	414748	pre_meditation_end	pre_meditation	pre-meditation-end	n/a	n/a	n/a	n/a	n/a
829.496	0	414748	prompt_window_begin	pre_meditation	probe-pre-meditation-begin	n/a	n/a	n/a	n/a	n/a
835.942	0	417971	clicker_press	n/a	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
836.490	0	418245	clicker_press	n/a	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
836.888	0	418444	clicker_press	n/a	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
837.354	0	418677	clicker_press	n/a	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
838.538	0	419269	depth_rating	pre_meditation	rating-pre-meditation-meditation_depth-4	4	n/a	n/a	n/a	n/a
844.550	0	422275	clicker_press	n/a	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
844.782	0	422391	clicker_press	n/a	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
845.066	0	422533	clicker_press	n/a	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
845.332	0	422666	clicker_press	n/a	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
845.632	0	422816	clicker_press	n/a	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
848.562	0	424281	confidence_rating	pre_meditation	rating-pre-meditation-confidence_depth-5	n/a	5	n/a	n/a	n/a
849.578	0	424789	prompt_window_end	pre_meditation	probe-pre-meditation-end	n/a	n/a	n/a	n/a	n/a
930.046	0	465023	clicker_press	n/a	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
930.062	0	465031	silent_emerge_begin	silent_emerge	block-nosapo-emerge-begin	n/a	n/a	n/a	n/a	n/a
930.062	0	465031	subblock_begin	silent_emerge	subblock-begin	n/a	n/a	n/a	n/a	n/a
930.062	0	465031	silence_begin	silent_emerge	silence-begin	n/a	n/a	n/a	n/a	n/a
1007.480	0	503740	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1007.514	0	503757	report_window_begin	silent_emerge	emerge-nosapo-emerge-begin	n/a	n/a	n/a	n/a	n/a
1007.782	0	503891	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1011.544	0	505772	depth_rating	silent_emerge	rating-nosapo-emerge-meditation_depth-2	2	n/a	n/a	n/a	n/a
1017.390	0	508695	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1017.890	0	508945	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1018.222	0	509111	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1018.490	0	509245	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1018.838	0	509419	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1021.686	0	510843	confidence_rating	silent_emerge	rating-nosapo-emerge-confidence_depth-5	n/a	5	n/a	n/a	n/a
1025.132	0	512566	report_window_end	silent_emerge	emerge-nosapo-emerge-end	n/a	n/a	n/a	n/a	n/a
1025.134	0	512567	subblock_begin	silent_emerge	subblock-begin	n/a	n/a	n/a	n/a	n/a
1025.134	0	512567	silence_begin	silent_emerge	silence-begin	n/a	n/a	n/a	n/a	n/a
1130.362	0	565181	silence_end	silent_emerge	silence-end	n/a	n/a	n/a	n/a	n/a
1130.378	0	565189	gong_begin	silent_emerge	gong-begin	n/a	n/a	n/a	n/a	n/a
1140.404	0	570202	gong_end	silent_emerge	gong-end	n/a	n/a	n/a	n/a	n/a
1140.404	0	570202	subblock_end	silent_emerge	subblock-end-duration-115.272	n/a	n/a	n/a	115.272	n/a
1140.406	0	570203	subblock_begin	silent_emerge	subblock-begin	n/a	n/a	n/a	n/a	n/a
1140.406	0	570203	silence_begin	silent_emerge	silence-begin	n/a	n/a	n/a	n/a	n/a
1152.282	0	576141	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1152.294	0	576147	report_window_begin	silent_emerge	emerge-nosapo-emerge-begin	n/a	n/a	n/a	n/a	n/a
1155.858	0	577929	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1156.224	0	578112	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1156.326	0	578163	depth_rating	silent_emerge	rating-nosapo-emerge-meditation_depth-3	3	n/a	n/a	n/a	n/a
1162.836	0	581418	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1166.416	0	583208	confidence_rating	silent_emerge	rating-nosapo-emerge-confidence_depth-1	n/a	1	n/a	n/a	n/a
1169.846	0	584923	report_window_end	silent_emerge	emerge-nosapo-emerge-end	n/a	n/a	n/a	n/a	n/a
1169.848	0	584924	subblock_begin	silent_emerge	subblock-begin	n/a	n/a	n/a	n/a	n/a
1169.848	0	584924	silence_begin	silent_emerge	silence-begin	n/a	n/a	n/a	n/a	n/a
1278.690	0	639345	silence_end	silent_emerge	silence-end	n/a	n/a	n/a	n/a	n/a
1278.690	0	639345	gong_begin	silent_emerge	gong-begin	n/a	n/a	n/a	n/a	n/a
1288.698	0	644349	gong_end	silent_emerge	gong-end	n/a	n/a	n/a	n/a	n/a
1288.698	0	644349	subblock_end	silent_emerge	subblock-end-duration-118.852	n/a	n/a	n/a	118.852	n/a
1288.700	0	644350	subblock_begin	silent_emerge	subblock-begin	n/a	n/a	n/a	n/a	n/a
1288.700	0	644350	silence_begin	silent_emerge	silence-begin	n/a	n/a	n/a	n/a	n/a
1398.222	0	699111	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1398.240	0	699120	report_window_begin	silent_emerge	emerge-nosapo-emerge-begin	n/a	n/a	n/a	n/a	n/a
1398.508	0	699254	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1398.840	0	699420	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1402.254	0	701127	depth_rating	silent_emerge	rating-nosapo-emerge-meditation_depth-3	3	n/a	n/a	n/a	n/a
1409.764	0	704882	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1410.082	0	705041	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1410.430	0	705215	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1410.798	0	705399	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1412.330	0	706165	confidence_rating	silent_emerge	rating-nosapo-emerge-confidence_depth-4	n/a	4	n/a	n/a	n/a
