onset	duration	sample	trial_type	block	value	depth	confidence	response_time	logged_duration	key
0.000	0	0	clicker_press	n/a	response-received-arrow_up	n/a	n/a	n/a	n/a	arrow_up
7.628	0	3814	clicker_press	n/a	response-received-arrow_up	n/a	n/a	n/a	n/a	arrow_up
18.468	0	9234	clicker_press	n/a	response-received-arrow_up	n/a	n/a	n/a	n/a	arrow_up
28.310	0	14155	clicker_press	n/a	response-received-arrow_up	n/a	n/a	n/a	n/a	arrow_up
48.292	0	24146	clicker_press	n/a	response-received-arrow_up	n/a	n/a	n/a	n/a	arrow_up
63.846	0	31923	clicker_press	n/a	response-received-arrow_up	n/a	n/a	n/a	n/a	arrow_up
91.958	0	45979	clicker_press	n/a	response-received-arrow_up	n/a	n/a	n/a	n/a	arrow_up
110.924	0	55462	clicker_press	n/a	response-received-arrow_up	n/a	n/a	n/a	n/a	arrow_up
110.992	0	55496	task_begin	n/a	task-begin	n/a	n/a	n/a	n/a	n/a
173.390	0	86695	clicker_press	n/a	response-received-arrow_up	n/a	n/a	n/a	n/a	arrow_up
173.424	0	86712	baseline_begin	baseline	baseline-begin	n/a	n/a	n/a	n/a	n/a
473.458	0	236729	baseline_end	baseline	baseline-end	n/a	n/a	n/a	n/a	n/a
657.194	0	328597	clicker_press	n/a	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
657.258	0	328629	pre_meditation_begin	pre_meditation	pre-meditation-begin	n/a	n/a	n/a	n/a	n/a
957.276	0	478638	pre_meditation_end	pre_meditation	pre-meditation-end	n/a	n/a	n/a	n/a	n/a
957.278	0	478639	prompt_window_begin	pre_meditation	probe-pre-meditation-begin	n/a	n/a	n/a	n/a	n/a
964.520	0	482260	clicker_press	n/a	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
965.886	0	482943	clicker_press	n/a	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
966.302	0	483151	depth_rating	pre_meditation	rating-pre-meditation-meditation_depth-2	2	n/a	n/a	n/a	n/a
969.318	0	484659	clicker_press	n/a	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
969.916	0	484958	clicker_press	n/a	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
970.334	0	485167	clicker_press	n/a	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
970.866	0	485433	clicker_press	n/a	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
971.448	0	485724	clicker_press	n/a	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
976.444	0	488222	confidence_rating	pre_meditation	rating-pre-meditation-confidence_depth-5	n/a	5	n/a	n/a	n/a
977.476	0	488738	prompt_window_end	pre_meditation	probe-pre-meditation-end	n/a	n/a	n/a	n/a	n/a
1075.062	0	537531	clicker_press	n/a	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1075.102	0	537551	silent_emerge_begin	silent_emerge	block-nosapo-emerge-begin	n/a	n/a	n/a	n/a	n/a
1075.104	0	537552	subblock_begin	silent_emerge	subblock-begin	n/a	n/a	n/a	n/a	n/a
1075.104	0	537552	silence_begin	silent_emerge	silence-begin	n/a	n/a	n/a	n/a	n/a
1188.886	0	594443	silence_end	silent_emerge	silence-end	n/a	n/a	n/a	n/a	n/a
1188.984	0	594492	gong_begin	silent_emerge	gong-begin	n/a	n/a	n/a	n/a	n/a
1193.664	0	596832	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1193.682	0	596841	gong_end	silent_emerge	gong-end	n/a	n/a	n/a	n/a	n/a
1193.682	0	596841	report_window_begin	silent_emerge	emerge-nosapo-emerge-begin	n/a	n/a	n/a	n/a	n/a
1196.080	0	598040	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1196.396	0	598198	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1196.812	0	598406	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1197.712	0	598856	depth_rating	silent_emerge	rating-nosapo-emerge-meditation_depth-4	4	n/a	n/a	n/a	n/a
1199.944	0	599972	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1200.308	0	600154	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
1200.608	0	600304	clicker_press	silent_emerge	response-received-arrow_down	n/a	n/a	n/a	n/a	arrow_down
